Store,Date,Year,Month,Week,Day,Holiday_Flag,Holiday_Label,Temperature,Fuel_Price,CPI,Unemployment,Weekly_Sales,Predicted_Sales,Sales_Gap,Sales_Gap_Pct,Absolute_Error,Absolute_Percentage_Error
12,2010-10-01,2010,10,39,1,0,Regular,85.2,3.001,126.2346,14.313,850936.26,849153.25,-1783.0100000000093,-0.002095350831565233,1783.0100000000093,0.002095350831565233
12,2010-10-08,2010,10,40,8,0,Regular,71.82,3.013,126.2791667,14.313,918335.68,914965.9,-3369.780000000028,-0.00366944252890188,3369.780000000028,0.00366944252890188
12,2010-10-15,2010,10,41,15,0,Regular,75.0,2.976,126.3266774,14.313,862419.84,861509.2,-910.640000000014,-0.0010559126283551338,910.640000000014,0.0010559126283551338
12,2010-10-22,2010,10,42,22,0,Regular,68.85,3.014,126.3815484,14.313,857883.46,866642.3,8758.840000000084,0.010209825003503488,8758.840000000084,0.010209825003503488
12,2010-10-29,2010,10,43,29,0,Regular,61.09,3.016,126.4364194,14.313,955294.7,936517.9,-18776.79999999993,-0.019655505259267042,18776.79999999993,0.019655505259267042
12,2010-11-05,2010,11,44,5,0,Regular,65.49,3.129,126.4912903,14.313,929690.71,998628.5,68937.79000000004,0.07415131640930352,68937.79000000004,0.07415131640930352
12,2010-11-12,2010,11,45,12,0,Regular,57.79,3.13,126.5461613,14.313,942475.24,958514.6,16039.359999999986,0.017018335675322342,16039.359999999986,0.017018335675322342
12,2010-11-19,2010,11,46,19,0,Regular,58.18,3.161,126.6072,14.313,894493.7,922256.4,27762.70000000007,0.031037334304311,27762.70000000007,0.031037334304311
12,2010-11-26,2010,11,47,26,1,Holiday,47.66,3.162,126.6692667,14.313,1601377.41,1803982.8,202605.39000000013,0.12651945052728084,202605.39000000013,0.12651945052728084
12,2010-12-03,2010,12,48,3,0,Regular,43.33,3.041,126.7313333,14.313,1069533.17,1068174.0,-1359.1699999999255,-0.0012708067763806947,1359.1699999999255,0.0012708067763806947
12,2010-12-10,2010,12,49,10,0,Regular,50.01,3.203,126.7934,14.313,1121934.15,1148748.9,26814.75,0.023900466885690218,26814.75,0.023900466885690218
12,2010-12-17,2010,12,50,17,0,Regular,52.77,3.236,126.8794839,14.313,1295605.35,1582405.6,286800.25,0.22136389757884217,286800.25,0.22136389757884217
12,2010-12-24,2010,12,51,24,0,Regular,52.02,3.236,126.9835806,14.313,1768249.89,1853113.1,84863.2100000002,0.04799276984544317,84863.2100000002,0.04799276984544317
12,2010-12-31,2010,12,52,31,1,Holiday,45.64,3.148,127.0876774,14.313,891736.91,1262125.5,370388.58999999997,0.4153563521330523,370388.58999999997,0.4153563521330523
12,2011-01-07,2011,1,1,7,0,Regular,37.64,3.287,127.1917742,14.021,910110.24,911467.6,1357.359999999986,0.0014914237202736957,1357.359999999986,0.0014914237202736957
12,2011-01-14,2011,1,2,14,0,Regular,43.15,3.312,127.3009355,14.021,812011.8,823411.4,11399.599999999977,0.014038712245314632,11399.599999999977,0.014038712245314632
12,2011-01-21,2011,1,3,21,0,Regular,53.53,3.223,127.4404839,14.021,802105.5,818629.75,16524.25,0.020601092998364927,16524.25,0.020601092998364927
12,2011-01-28,2011,1,4,28,0,Regular,50.74,3.342,127.5800323,14.021,873119.06,851699.3,-21419.76000000001,-0.024532461815688696,21419.76000000001,0.024532461815688696
12,2011-02-04,2011,2,5,4,0,Regular,45.14,3.348,127.7195806,14.021,1046068.17,1061047.1,14978.930000000051,0.014319267548309065,14978.930000000051,0.014319267548309065
12,2011-02-11,2011,2,6,11,1,Holiday,51.3,3.381,127.859129,14.021,1086421.57,1125742.1,39320.53000000003,0.036192700040003835,39320.53000000003,0.036192700040003835
12,2011-02-18,2011,2,7,18,0,Regular,53.35,3.43,127.99525,14.021,1128485.1,1136958.5,8473.399999999907,0.0075086503135928925,8473.399999999907,0.0075086503135928925
12,2011-02-25,2011,2,8,25,0,Regular,48.45,3.53,128.13,14.021,1046203.72,1026411.56,-19792.159999999916,-0.01891807457920329,19792.159999999916,0.01891807457920329
12,2011-03-04,2011,3,9,4,0,Regular,51.72,3.674,128.26475,14.021,1085248.21,1089048.8,3800.590000000084,0.003502046780616283,3800.590000000084,0.003502046780616283
12,2011-03-11,2011,3,10,11,0,Regular,57.75,3.818,128.3995,14.021,997672.62,1040639.25,42966.630000000005,0.04306686295550539,42966.630000000005,0.04306686295550539
12,2011-03-18,2011,3,11,18,0,Regular,64.21,3.692,128.5121935,14.021,1009502.01,1014884.3,5382.290000000037,0.00533162880973366,5382.290000000037,0.00533162880973366
12,2011-03-25,2011,3,12,25,0,Regular,54.4,3.909,128.6160645,14.021,954107.32,996972.56,42865.24000000011,0.0449270633412603,42865.24000000011,0.0449270633412603
12,2011-04-01,2011,4,13,1,0,Regular,63.63,3.772,128.7199355,13.736,1005463.49,1017400.94,11937.449999999953,0.011872584254650513,11937.449999999953,0.011872584254650513
12,2011-04-08,2011,4,14,8,0,Regular,64.47,4.003,128.8238065,13.736,998362.05,1050775.5,52413.44999999995,0.05249944146013959,52413.44999999995,0.05249944146013959
12,2011-04-15,2011,4,15,15,0,Regular,57.63,3.868,128.9107333,13.736,990951.77,1003761.44,12809.669999999925,0.012926633149865533,12809.669999999925,0.012926633149865533
12,2011-04-22,2011,4,16,22,0,Regular,72.12,4.134,128.9553,13.736,1016019.47,1002386.94,-13632.530000000028,-0.013417587361785527,13632.530000000028,0.013417587361785527
12,2011-04-29,2011,4,17,29,0,Regular,68.27,4.151,128.9998667,13.736,994966.1,975623.2,-19342.900000000023,-0.019440762856141554,19342.900000000023,0.019440762856141554
12,2011-05-06,2011,5,18,6,0,Regular,68.4,4.193,129.0444333,13.736,1021154.48,1050723.0,29568.52000000002,0.028955971480436552,29568.52000000002,0.028955971480436552
12,2011-05-13,2011,5,19,13,0,Regular,70.93,4.202,129.089,13.736,977033.5,971699.6,-5333.900000000023,-0.0054592805671453675,5333.900000000023,0.0054592805671453675
12,2011-05-20,2011,5,20,20,0,Regular,66.59,4.169,129.0756774,13.736,924134.99,947078.4,22943.410000000033,0.02482690326442464,22943.410000000033,0.02482690326442464
12,2011-05-27,2011,5,21,27,0,Regular,76.67,4.087,129.0623548,13.736,964332.51,954162.06,-10170.449999999953,-0.010546621517509508,10170.449999999953,0.010546621517509508
12,2011-06-03,2011,6,22,3,0,Regular,71.81,4.031,129.0490323,13.736,970328.68,1028834.9,58506.21999999997,0.06029525995253481,58506.21999999997,0.06029525995253481
12,2011-06-10,2011,6,23,10,0,Regular,78.72,3.981,129.0357097,13.736,996937.95,1028109.2,31171.25,0.03126699109006734,31171.25,0.03126699109006734
12,2011-06-17,2011,6,24,17,0,Regular,86.84,3.935,129.0432,13.736,986504.93,973847.2,-12657.730000000098,-0.012830883673333592,12657.730000000098,0.012830883673333592
12,2011-06-24,2011,6,25,24,0,Regular,88.95,3.898,129.0663,13.736,997282.75,951536.56,-45746.189999999944,-0.045870832519664,45746.189999999944,0.045870832519664
12,2011-07-01,2011,7,26,1,0,Regular,89.85,3.842,129.0894,13.503,961993.34,973996.75,12003.410000000033,0.012477643556243366,12003.410000000033,0.012477643556243366
12,2011-07-08,2011,7,27,8,0,Regular,89.9,3.705,129.1125,13.503,943717.38,991150.2,47432.81999999995,0.05026167897850938,47432.81999999995,0.05026167897850938
12,2011-07-15,2011,7,28,15,0,Regular,88.1,3.692,129.1338387,13.503,936001.98,944530.2,8528.219999999972,0.009111326879885417,8528.219999999972,0.009111326879885417
12,2011-07-22,2011,7,29,22,0,Regular,91.17,3.794,129.1507742,13.503,922231.92,919878.56,-2353.359999999986,-0.002551809310612439,2353.359999999986,0.002551809310612439
12,2011-07-29,2011,7,30,29,0,Regular,93.29,3.805,129.1677097,13.503,890547.07,897041.3,6494.230000000098,0.007292405105549444,6494.230000000098,0.007292405105549444
12,2011-08-05,2011,8,31,5,0,Regular,90.61,3.803,129.1846452,13.503,988712.52,1007413.8,18701.280000000028,0.01891478020324859,18701.280000000028,0.01891478020324859
12,2011-08-12,2011,8,32,12,0,Regular,91.04,3.701,129.2015806,13.503,955913.68,964028.5,8114.819999999949,0.008489071942144346,8114.819999999949,0.008489071942144346
12,2011-08-19,2011,8,33,19,0,Regular,91.74,3.743,129.2405806,13.503,966817.24,947977.5,-18839.73999999999,-0.01948635090536862,18839.73999999999,0.01948635090536862
12,2011-08-26,2011,8,34,26,0,Regular,94.61,3.74,129.2832581,13.503,1017593.47,955562.0,-62031.46999999997,-0.060958989841002,62031.46999999997,0.060958989841002
12,2011-09-02,2011,9,35,2,0,Regular,93.66,3.798,129.3259355,13.503,1052051.45,1003797.75,-48253.69999999995,-0.04586629294603411,48253.69999999995,0.04586629294603411
12,2011-09-09,2011,9,36,9,1,Holiday,88.0,3.913,129.3686129,13.503,922850.57,953034.5,30183.93000000005,0.032707277842392246,30183.93000000005,0.032707277842392246
12,2011-09-16,2011,9,37,16,0,Regular,76.36,3.918,129.4306,13.503,889290.23,876531.06,-12759.169999999925,-0.014347588188391462,12759.169999999925,0.014347588188391462
12,2011-09-23,2011,9,38,23,0,Regular,82.95,3.789,129.5183333,13.503,871692.74,864725.2,-6967.540000000037,-0.007993114638077675,6967.540000000037,0.007993114638077675
12,2011-09-30,2011,9,39,30,0,Regular,83.26,3.877,129.6060667,13.503,866401.45,854868.2,-11533.25,-0.013311669780792727,11533.25,0.013311669780792727
12,2011-10-07,2011,10,40,7,0,Regular,70.44,3.827,129.6938,12.89,951244.66,970633.56,19388.900000000023,0.020382663698737633,19388.900000000023,0.020382663698737633
12,2011-10-14,2011,10,41,14,0,Regular,67.31,3.805,129.7706452,12.89,927600.01,907081.06,-20518.949999999953,-0.0221204719478172,20518.949999999953,0.0221204719478172
12,2011-10-21,2011,10,42,21,0,Regular,73.05,3.842,129.7821613,12.89,938604.58,908987.1,-29617.47999999998,-0.03155480021203389,29617.47999999998,0.03155480021203389
12,2011-10-28,2011,10,43,28,0,Regular,67.41,3.727,129.7936774,12.89,990926.38,941805.94,-49120.44000000006,-0.04957022135186275,49120.44000000006,0.04957022135186275
12,2011-11-04,2011,11,44,4,0,Regular,59.77,3.828,129.8051935,12.89,1051944.79,1047948.94,-3995.850000000093,-0.0037985358528179916,3995.850000000093,0.0037985358528179916
12,2011-11-11,2011,11,45,11,0,Regular,48.76,3.824,129.8167097,12.89,1095091.53,1022808.56,-72282.96999999997,-0.06600632734324954,72282.96999999997,0.06600632734324954
12,2011-11-18,2011,11,46,18,0,Regular,54.2,3.813,129.8268333,12.89,970641.34,964915.0,-5726.339999999967,-0.005899542667325469,5726.339999999967,0.005899542667325469
12,2011-11-25,2011,11,47,25,1,Holiday,53.25,3.622,129.8364,12.89,1591920.42,1659215.1,67294.68000000017,0.042272640739164695,67294.68000000017,0.042272640739164695
12,2011-12-02,2011,12,48,2,0,Regular,52.5,3.701,129.8459667,12.89,1071383.1,1064140.9,-7242.200000000186,-0.0067596735472121834,7242.200000000186,0.0067596735472121834
12,2011-12-09,2011,12,49,9,0,Regular,42.17,3.644,129.8555333,12.89,1189646.45,1164022.5,-25623.949999999953,-0.02153913038617478,25623.949999999953,0.02153913038617478
12,2011-12-16,2011,12,50,16,0,Regular,43.29,3.6,129.8980645,12.89,1293404.18,1548333.4,254929.21999999997,0.1970994248681027,254929.21999999997,0.1970994248681027
12,2011-12-23,2011,12,51,23,0,Regular,45.4,3.541,129.9845484,12.89,1617612.03,1702555.1,84943.07000000007,0.05251139854591713,84943.07000000007,0.05251139854591713
12,2011-12-30,2011,12,52,30,1,Holiday,44.64,3.428,130.0710323,12.89,1111638.07,1436556.5,324918.42999999993,0.29228796563255516,324918.42999999993,0.29228796563255516
12,2012-01-06,2012,1,1,6,0,Regular,50.43,3.599,130.1575161,12.187,945823.65,981764.75,35941.09999999998,0.03799978991855403,35941.09999999998,0.03799978991855403
12,2012-01-13,2012,1,2,13,0,Regular,48.07,3.657,130.244,12.187,865467.86,875203.25,9735.390000000014,0.011248701944864844,9735.390000000014,0.011248701944864844
12,2012-01-20,2012,1,3,20,0,Regular,46.2,3.66,130.2792258,12.187,855922.64,869213.5,13290.859999999986,0.015528108942181955,13290.859999999986,0.015528108942181955
12,2012-01-27,2012,1,4,27,0,Regular,50.43,3.675,130.3144516,12.187,888203.69,879887.5,-8316.189999999944,-0.009362931153776162,8316.189999999944,0.009362931153776162
12,2012-02-03,2012,2,5,3,0,Regular,50.58,3.702,130.3496774,12.187,1058767.95,1090496.1,31728.15000000014,0.0299670480202958,31728.15000000014,0.0299670480202958
12,2012-02-10,2012,2,6,10,1,Holiday,52.27,3.722,130.3849032,12.187,1199330.85,1224413.5,25082.649999999907,0.02091387043033197,25082.649999999907,0.02091387043033197
12,2012-02-17,2012,2,7,17,0,Regular,51.8,3.781,130.4546207,12.187,1240048.85,1216482.9,-23565.950000000186,-0.019004049719493054,23565.950000000186,0.019004049719493054
12,2012-02-24,2012,2,8,24,0,Regular,53.13,3.95,130.5502069,12.187,1112034.72,1111330.5,-704.2199999999721,-0.0006332715942537946,704.2199999999721,0.0006332715942537946
12,2012-03-02,2012,3,9,2,0,Regular,52.27,4.178,130.6457931,12.187,1147636.96,1133347.4,-14289.560000000056,-0.012451289473981438,14289.560000000056,0.012451289473981438
12,2012-03-09,2012,3,10,9,0,Regular,54.54,4.25,130.7413793,12.187,1113208.57,1128631.9,15423.329999999842,0.01385484303269408,15423.329999999842,0.01385484303269408
12,2012-03-16,2012,3,11,16,0,Regular,64.44,4.273,130.8261935,12.187,1088498.52,1075866.2,-12632.320000000065,-0.011605270717318077,12632.320000000065,0.011605270717318077
12,2012-03-23,2012,3,12,23,0,Regular,56.26,4.038,130.8966452,12.187,1045419.87,1040113.4,-5306.469999999972,-0.005075922270350546,5306.469999999972,0.005075922270350546
12,2012-03-30,2012,3,13,30,0,Regular,64.36,4.294,130.9670968,12.187,1025382.22,1034911.6,9529.380000000005,0.009293490577591646,9529.380000000005,0.009293490577591646
12,2012-04-06,2012,4,14,6,0,Regular,64.05,4.121,131.0375484,11.627,1128765.71,1191224.1,62458.39000000013,0.05533335168376096,62458.39000000013,0.05533335168376096
12,2012-04-13,2012,4,15,13,0,Regular,64.28,4.254,131.108,11.627,1083811.19,1050816.0,-32995.189999999944,-0.030443669805623567,32995.189999999944,0.030443669805623567
12,2012-04-20,2012,4,16,20,0,Regular,66.73,4.222,131.1173333,11.627,1006486.96,1023103.44,16616.47999999998,0.01650938428452166,16616.47999999998,0.01650938428452166
12,2012-04-27,2012,4,17,27,0,Regular,77.99,4.193,131.1266667,11.627,1004252.38,987929.4,-16322.979999999981,-0.016253862400604897,16322.979999999981,0.016253862400604897
12,2012-05-04,2012,5,18,4,0,Regular,76.03,4.171,131.136,11.627,1073433.69,1093925.6,20491.91000000015,0.019090056694606027,20491.91000000015,0.019090056694606027
12,2012-05-11,2012,5,19,11,0,Regular,77.27,4.186,131.1453333,11.627,1041995.22,1051554.8,9559.580000000075,0.009174303122043185,9559.580000000075,0.009174303122043185
12,2012-05-18,2012,5,20,18,0,Regular,84.51,4.11,131.0983226,11.627,1020486.05,1000492.75,-19993.300000000047,-0.01959193856692117,19993.300000000047,0.01959193856692117
12,2012-05-25,2012,5,21,25,0,Regular,83.84,4.293,131.0287742,11.627,991514.21,1000187.7,8673.48999999999,0.00874772132615224,8673.48999999999,0.00874772132615224
12,2012-06-01,2012,6,22,1,0,Regular,78.11,4.277,130.9592258,11.627,981345.2,1060798.8,79453.6000000001,0.08096396660420828,79453.6000000001,0.08096396660420828
12,2012-06-08,2012,6,23,8,0,Regular,84.83,4.103,130.8896774,11.627,1086231.47,1071019.5,-15211.969999999972,-0.014004353970705685,15211.969999999972,0.014004353970705685
12,2012-06-15,2012,6,24,15,0,Regular,85.94,4.144,130.8295333,11.627,1019555.51,1008638.94,-10916.570000000065,-0.010707185526367333,10916.570000000065,0.010707185526367333
12,2012-06-22,2012,6,25,22,0,Regular,91.61,4.014,130.7929,11.627,981386.25,977347.06,-4039.189999999944,-0.004115800481207011,4039.189999999944,0.004115800481207011
12,2012-06-29,2012,6,26,29,0,Regular,90.47,3.875,130.7562667,11.627,943124.74,947766.4,4641.660000000033,0.004921575909460325,4641.660000000033,0.004921575909460325
12,2012-07-06,2012,7,27,6,0,Regular,89.13,3.765,130.7196333,10.926,1014898.78,1092018.5,77119.71999999997,0.07598759750208782,77119.71999999997,0.07598759750208782
12,2012-07-13,2012,7,28,13,0,Regular,95.61,3.723,130.683,10.926,960312.75,970133.25,9820.5,0.0102263559449773,9820.5,0.0102263559449773
12,2012-07-20,2012,7,29,20,0,Regular,85.53,3.726,130.7012903,10.926,941550.34,980572.56,39022.22000000009,0.041444645434465126,39022.22000000009,0.041444645434465126
12,2012-07-27,2012,7,30,27,0,Regular,93.47,3.769,130.7195806,10.926,916967.92,926348.3,9380.380000000005,0.010229779903314397,9380.380000000005,0.010229779903314397
12,2012-08-03,2012,8,31,3,0,Regular,88.16,3.76,130.737871,10.926,958667.23,1049074.5,90407.27000000002,0.09430516363848175,90407.27000000002,0.09430516363848175
12,2012-08-10,2012,8,32,10,0,Regular,95.91,3.811,130.7561613,10.926,984689.9,1010920.8,26230.900000000023,0.02663874180084514,26230.900000000023,0.02663874180084514
12,2012-08-17,2012,8,33,17,0,Regular,94.87,4.002,130.7909677,10.926,1005003.12,972890.94,-32112.18000000005,-0.03195231871518971,32112.18000000005,0.03195231871518971
12,2012-08-24,2012,8,34,24,0,Regular,85.32,4.055,130.8381613,10.926,1048101.39,978963.75,-69137.64000000001,-0.06596464870636229,69137.64000000001,0.06596464870636229
12,2012-08-31,2012,8,35,31,0,Regular,89.78,4.093,130.8853548,10.926,1061943.49,988974.94,-72968.55000000005,-0.06871227206261234,72968.55000000005,0.06871227206261234
12,2012-09-07,2012,9,36,7,1,Holiday,88.52,4.124,130.9325484,10.926,955146.04,994731.56,39585.52000000002,0.04144446853383805,39585.52000000002,0.04144446853383805
12,2012-09-14,2012,9,37,14,0,Regular,83.64,4.133,130.9776667,10.926,885892.37,893824.3,7931.930000000051,0.008953604600974328,7931.930000000051,0.008953604600974328
12,2012-09-21,2012,9,38,21,0,Regular,82.97,4.125,131.0103333,10.926,922735.37,896456.2,-26279.170000000042,-0.028479638750598713,26279.170000000042,0.028479638750598713
12,2012-09-28,2012,9,39,28,0,Regular,81.22,3.966,131.043,10.926,880415.67,894074.56,13658.890000000014,0.015514137770855457,13658.890000000014,0.015514137770855457
12,2012-10-05,2012,10,40,5,0,Regular,81.61,3.966,131.0756667,10.199,979825.92,990758.2,10932.279999999912,0.01115736966827731,10932.279999999912,0.01115736966827731
12,2012-10-12,2012,10,41,12,0,Regular,71.74,4.468,131.1083333,10.199,934917.47,968007.1,33089.630000000005,0.03539310266605672,33089.630000000005,0.03539310266605672
12,2012-10-19,2012,10,42,19,0,Regular,68.66,4.449,131.1499677,10.199,960945.43,930452.8,-30492.630000000005,-0.031731905941838966,30492.630000000005,0.031731905941838966
12,2012-10-26,2012,10,43,26,0,Regular,65.95,4.301,131.1930968,10.199,974697.6,943343.06,-31354.53999999992,-0.03216847974181933,31354.53999999992,0.03216847974181933
13,2010-02-05,2010,2,5,5,0,Regular,31.53,2.666,126.4420645,8.316,1967220.53,1980551.4,13330.869999999879,0.00677650003988108,13330.869999999879,0.00677650003988108
13,2010-02-12,2010,2,6,12,1,Holiday,33.16,2.671,126.4962581,8.316,2030933.46,1999573.5,-31359.959999999963,-0.01544115581216529,31359.959999999963,0.01544115581216529
13,2010-02-19,2010,2,7,19,0,Regular,35.7,2.654,126.5262857,8.316,1970274.64,2006794.0,36519.3600000001,0.018535162184293304,36519.3600000001,0.018535162184293304
13,2010-02-26,2010,2,8,26,0,Regular,29.98,2.667,126.5522857,8.316,1817850.32,1838761.0,20910.679999999935,0.011502971267733381,20910.679999999935,0.011502971267733381
13,2010-03-05,2010,3,9,5,0,Regular,40.65,2.681,126.5782857,8.316,1939980.43,1937274.0,-2706.429999999935,-0.0013950810833694518,2706.429999999935,0.0013950810833694518
13,2010-03-12,2010,3,10,12,0,Regular,37.62,2.733,126.6042857,8.316,1840686.94,1871964.0,31277.060000000056,0.016992058410541043,31277.060000000056,0.016992058410541043
13,2010-03-19,2010,3,11,19,0,Regular,42.49,2.782,126.6066452,8.316,1879794.89,1876993.2,-2801.689999999944,-0.0014904232450594353,2801.689999999944,0.0014904232450594353
13,2010-03-26,2010,3,12,26,0,Regular,41.48,2.819,126.6050645,8.316,1882095.98,1876988.4,-5107.5800000000745,-0.0027137723337574285,5107.5800000000745,0.0027137723337574285
13,2010-04-02,2010,4,13,2,0,Regular,42.15,2.842,126.6034839,8.107,2142482.14,1999922.9,-142559.24000000022,-0.06653928979776709,142559.24000000022,0.06653928979776709
13,2010-04-09,2010,4,14,9,0,Regular,38.97,2.877,126.6019032,8.107,1898321.33,1905883.5,7562.1699999999255,0.003983609034198613,7562.1699999999255,0.003983609034198613
13,2010-04-16,2010,4,15,16,0,Regular,50.39,2.915,126.5621,8.107,1819660.44,1933821.6,114161.16000000015,0.06273761713476617,114161.16000000015,0.06273761713476617
13,2010-04-23,2010,4,16,23,0,Regular,55.66,2.936,126.4713333,8.107,1909330.77,1914936.5,5605.729999999981,0.0029359658829569805,5605.729999999981,0.0029359658829569805
13,2010-04-30,2010,4,17,30,0,Regular,48.33,2.941,126.3805667,8.107,1785823.37,1864681.0,78857.62999999989,0.04415757533736379,78857.62999999989,0.04415757533736379
13,2010-05-07,2010,5,18,7,0,Regular,44.42,2.948,126.2898,8.107,2005478.46,1930837.9,-74640.56000000006,-0.037218330432728784,74640.56000000006,0.037218330432728784
13,2010-05-14,2010,5,19,14,0,Regular,50.15,2.962,126.2085484,8.107,1890273.44,1914295.4,24021.959999999963,0.012708193159609735,24021.959999999963,0.012708193159609735
13,2010-05-21,2010,5,20,21,0,Regular,57.71,2.95,126.1843871,8.107,1853657.6,1898862.0,45204.39999999991,0.02438659653217504,45204.39999999991,0.02438659653217504
13,2010-05-28,2010,5,21,28,0,Regular,53.11,2.908,126.1602258,8.107,1877358.86,1887028.5,9669.639999999898,0.0051506614989954005,9669.639999999898,0.0051506614989954005
13,2010-06-04,2010,6,22,4,0,Regular,59.85,2.871,126.1360645,8.107,2022705.22,2002999.4,-19705.820000000065,-0.009742309361321599,19705.820000000065,0.009742309361321599
13,2010-06-11,2010,6,23,11,0,Regular,65.24,2.841,126.1119032,8.107,2037880.96,1986246.6,-51634.35999999987,-0.02533727975946145,51634.35999999987,0.02533727975946145
13,2010-06-18,2010,6,24,18,0,Regular,58.41,2.819,126.114,8.107,2003435.31,1966023.4,-37411.91000000015,-0.01867387971713454,37411.91000000015,0.01867387971713454
13,2010-06-25,2010,6,25,25,0,Regular,71.83,2.82,126.1266,8.107,1970340.25,1946752.9,-23587.350000000093,-0.011971206495933934,23587.350000000093,0.011971206495933934
13,2010-07-02,2010,7,26,2,0,Regular,78.82,2.814,126.1392,7.951,2018314.71,2013518.1,-4796.60999999987,-0.00237654215977045,4796.60999999987,0.00237654215977045
13,2010-07-09,2010,7,27,9,0,Regular,71.33,2.802,126.1518,7.951,1870843.9,1977308.2,106464.30000000005,0.056907099518030364,106464.30000000005,0.056907099518030364
13,2010-07-16,2010,7,28,16,0,Regular,77.79,2.791,126.1498065,7.951,1932231.05,1929710.4,-2520.6500000001397,-0.0013045282550449334,2520.6500000001397,0.0013045282550449334
13,2010-07-23,2010,7,29,23,0,Regular,82.27,2.797,126.1283548,7.951,1907351.2,1903040.1,-4311.09999999986,-0.002260254954619716,4311.09999999986,0.002260254954619716
13,2010-07-30,2010,7,30,30,0,Regular,78.94,2.797,126.1069032,7.951,1817887.23,1888242.2,70354.96999999997,0.03870150405314194,70354.96999999997,0.03870150405314194
13,2010-08-06,2010,8,31,6,0,Regular,81.24,2.802,126.0854516,7.951,1969121.45,1969889.9,768.4499999999534,0.0003902501798454095,768.4499999999534,0.0003902501798454095
13,2010-08-13,2010,8,32,13,0,Regular,74.93,2.837,126.064,7.951,1877592.55,1920359.2,42766.64999999991,0.022777385860419986,42766.64999999991,0.022777385860419986
13,2010-08-20,2010,8,33,20,0,Regular,76.34,2.85,126.0766452,7.951,1997397.63,1919274.9,-78122.72999999998,-0.03911225728249211,78122.72999999998,0.03911225728249211
13,2010-08-27,2010,8,34,27,0,Regular,75.31,2.854,126.0892903,7.951,1908278.27,1901993.8,-6284.469999999972,-0.003293267076818923,6284.469999999972,0.003293267076818923
13,2010-09-03,2010,9,35,3,0,Regular,65.71,2.868,126.1019355,7.951,1911852.58,1936142.4,24289.819999999832,0.012704860329764459,24289.819999999832,0.012704860329764459
13,2010-09-10,2010,9,36,10,1,Holiday,65.74,2.87,126.1145806,7.951,1772143.94,1941682.2,169538.26,0.09566844778985617,169538.26,0.09566844778985617
13,2010-09-17,2010,9,37,17,0,Regular,66.84,2.875,126.1454667,7.951,1790279.74,1847984.5,57704.76000000001,0.03223225885358006,57704.76000000001,0.03223225885358006
13,2010-09-24,2010,9,38,24,0,Regular,68.22,2.872,126.1900333,7.951,1705655.09,1814099.1,108444.01000000001,0.06357909675630845,108444.01000000001,0.06357909675630845
13,2010-10-01,2010,10,39,1,0,Regular,68.74,2.853,126.2346,7.795,1765584.48,1825796.6,60212.12000000011,0.034103222293843515,60212.12000000011,0.034103222293843515
13,2010-10-08,2010,10,40,8,0,Regular,63.03,2.841,126.2791667,7.795,1871924.07,1903137.0,31212.929999999935,0.016674250040494394,31212.929999999935,0.016674250040494394
13,2010-10-15,2010,10,41,15,0,Regular,54.12,2.845,126.3266774,7.795,1851431.06,1870467.9,19036.83999999985,0.010282230006446931,19036.83999999985,0.010282230006446931
13,2010-10-22,2010,10,42,22,0,Regular,56.89,2.849,126.3815484,7.795,1796949.59,1853999.2,57049.60999999987,0.031748030282808246,57049.60999999987,0.031748030282808246
13,2010-10-29,2010,10,43,29,0,Regular,45.12,2.841,126.4364194,7.795,1887895.07,1870143.6,-17751.469999999972,-0.009402784234189441,17751.469999999972,0.009402784234189441
13,2010-11-05,2010,11,44,5,0,Regular,49.96,2.831,126.4912903,7.795,1854967.66,1952929.8,97962.14000000013,0.0528106996754866,97962.14000000013,0.0528106996754866
13,2010-11-12,2010,11,45,12,0,Regular,42.55,2.831,126.5461613,7.795,1939964.63,1950699.5,10734.870000000112,0.005533539031585392,10734.870000000112,0.005533539031585392
13,2010-11-19,2010,11,46,19,0,Regular,42.0,2.842,126.6072,7.795,1925393.91,1925382.2,-11.709999999962747,-6.0818723582452525e-06,11.709999999962747,6.0818723582452525e-06
13,2010-11-26,2010,11,47,26,1,Holiday,28.22,2.83,126.6692667,7.795,2766400.05,2717231.5,-49168.549999999814,-0.01777347784533181,49168.549999999814,0.01777347784533181
13,2010-12-03,2010,12,48,3,0,Regular,25.8,2.812,126.7313333,7.795,2083379.89,2143581.5,60201.6100000001,0.028896127052469585,60201.6100000001,0.028896127052469585
13,2010-12-10,2010,12,49,10,0,Regular,36.78,2.817,126.7934,7.795,2461468.35,2447106.2,-14362.149999999907,-0.005834789628718934,14362.149999999907,0.005834789628718934
13,2010-12-17,2010,12,50,17,0,Regular,35.21,2.842,126.8794839,7.795,2771646.81,2737488.0,-34158.810000000056,-0.01232437332085615,34158.810000000056,0.01232437332085615
13,2010-12-24,2010,12,51,24,0,Regular,34.9,2.846,126.9835806,7.795,3595903.2,3380596.2,-215307.0,-0.059875638476586356,215307.0,0.059875638476586356
13,2010-12-31,2010,12,52,31,1,Holiday,26.79,2.868,127.0876774,7.795,1675292.0,1726085.2,50793.19999999995,0.030319013043696236,50793.19999999995,0.030319013043696236
13,2011-01-07,2011,1,1,7,0,Regular,16.94,2.891,127.1917742,7.47,1744544.39,1781894.1,37349.710000000196,0.021409435159170813,37349.710000000196,0.021409435159170813
